 	1272.08	34.24	278.24	1232.13	1225.4	241.09	35.45	-238.47	141685.07	526484.52	"52°43'35.854""N"	"5°11'25.871""E"	10.56	277.978	1.6
 	1290.7	35.26	278.83	1247.43	1240.7	251.7	37.02	-248.96	141674.58	526486.13	"52°43'35.905""N"	"5°11'25.312""E"	10.61	278.539	1.73
 	1310.05	36.8	278.9	1263.08	1256.35	263.08	38.78	-260.21	141663.34	526487.91	"52°43'35.962""N"	"5°11'24.713""E"	11.38	278.866	2.39
 	1320.17	37.34	278.9	1271.15	1264.42	269.18	39.72	-266.24	141657.32	526488.87	"52°43'35.993""N"	"5°11'24.392""E"	6.1	278.9	1.6
 	1339.58	37.11	279.44	1286.61	1279.88	280.92	41.59	-277.83	141645.73	526490.77	"52°43'36.053""N"	"5°11'23.774""E"	11.74	279.169	0.62
 	1358.38	38.09	279.42	1301.5	1294.77	292.39	43.47	-289.14	141634.42	526492.68	"52°43'36.114""N"	"5°11'23.171""E"	11.47	279.43	1.56
 	1377.07	38.91	279.29	1316.13	1309.4	304.02	45.36	-300.62	141622.95	526494.61	"52°43'36.175""N"	"5°11'22.559""E"	11.63	279.354	1.32
 	1395.72	39.54	279.35	1330.58	1323.85	315.82	47.27	-312.26	141611.32	526496.55	"52°43'36.237""N"	"5°11'21.939""E"	11.79	279.32	1.02
 	1414.35	40.04	279.1	1344.89	1338.16	327.74	49.18	-324.03	141599.55	526498.49	"52°43'36.299""N"	"5°11'21.312""E"	11.92	279.224	0.85
 	1433.28	40.45	278.86	1359.34	1352.61	339.97	51.09	-336.11	141587.48	526500.43	"52°43'36.360""N"	"5°11'20.668""E"	12.23	278.979	0.69
 	1452.25	40.49	278.69	1373.77	1367.04	352.28	52.97	-348.28	141575.32	526502.34	"52°43'36.421""N"	"5°11'20.019""E"	12.31	278.775	0.19
 	1470.94	40.5	278.42	1387.99	1381.26	364.42	54.78	-360.28	141563.32	526504.18	"52°43'36.479""N"	"5°11'19.380""E"	12.14	278.555	0.28
 	1489.8	40.62	278.1	1402.31	1395.58	376.68	56.54	-372.42	141551.19	526505.97	"52°43'36.536""N"	"5°11'18.733""E"	12.26	278.26	0.38
 	1508.46	40.57	278.49	1416.48	1409.75	388.82	58.29	-384.43	141539.18	526507.76	"52°43'36.593""N"	"5°11'18.093""E"	12.14	278.295	0.42
 	1527.56	40.63	278.29	1430.99	1424.26	401.25	60.1	-396.73	141526.89	526509.6	"52°43'36.652""N"	"5°11'17.437""E"	12.43	278.39	0.23
 	1546.16	40.52	278.63	1445.11	1438.38	413.35	61.88	-408.69	141514.93	526511.41	"52°43'36.709""N"	"5°11'16.800""E"	12.1	278.46	0.4
 	1564.89	40.55	278.81	1459.35	1452.62	425.52	63.73	-420.73	141502.9	526513.29	"52°43'36.769""N"	"5°11'16.158""E"	12.17	278.72	0.19
 	1583.74	40.64	279.07	1473.66	1466.93	437.79	65.64	-432.84	141490.79	526515.23	"52°43'36.831""N"	"5°11'15.513""E"	12.27	278.94	0.3
 	1602.46	40.57	279.27	1487.87	1481.14	449.97	67.58	-444.87	141478.77	526517.2	"52°43'36.893""N"	"5°11'14.872""E"	12.18	279.17	0.24
 	1621.44	40.65	278.87	1502.28	1495.55	462.32	69.52	-457.07	141466.58	526519.18	"52°43'36.956""N"	"5°11'14.221""E"	12.35	279.07	0.43
 	1640.16	40.58	278.43	1516.49	1509.76	474.51	71.36	-469.12	141454.54	526521.05	"52°43'37.016""N"	"5°11'13.579""E"	12.19	278.65	0.47
 	1658.55	40.6	278.04	1530.46	1523.73	486.47	73.07	-480.96	141442.7	526522.79	"52°43'37.071""N"	"5°11'12.948""E"	11.97	278.235	0.42
 	1677.41	40.65	277.62	1544.77	1538.04	498.75	74.74	-493.13	141430.54	526524.5	"52°43'37.125""N"	"5°11'12.300""E"	12.28	277.83	0.44
 	1696.22	40.65	278.19	1559.04	1552.31	511.01	76.43	-505.26	141418.41	526526.22	"52°43'37.180""N"	"5°11'11.653""E"	12.25	277.905	0.59
 	1715.07	40.67	278.2	1573.34	1566.61	523.29	78.18	-517.42	141406.26	526528		"52°43'37.236""N"	"5°11'11.005""E"	12.28	278.195	0.03
 	1733.53	40.54	277.7	1587.36	1580.63	535.3	79.84	-529.32	141394.36	526529.69	"52°43'37.290""N"	"5°11'10.371""E"	12.01	277.95	0.57
 	1752.86	40.64	277.7	1602.04	1595.31	547.88	81.53	-541.78	141381.9	526531.41	"52°43'37.344""N"	"5°11'09.707""E"	12.58	277.7	0.16
 	1771.68	40.68	277.59	1616.31	1609.58	560.14	83.16	-553.94	141369.76	526533.08	"52°43'37.397""N"	"5°11'09.059""E"	12.26	277.645	0.13
 	1790.15	40.56	277.52	1630.33	1623.6	572.16	84.74	-565.86	141357.84	526534.69	"52°43'37.448""N"	"5°11'08.424""E"	12.02	277.555	0.21
 	1808.67	40.6	277.68	1644.4	1637.67	584.21	86.33	-577.8	141345.9	526536.31	"52°43'37.500""N"	"5°11'07.787""E"	12.05	277.6	0.18
 	1827.73	40.71	279.15	1658.86	1652.13	596.63	88.15	-590.08	141333.63	526538.16	"52°43'37.559""N"	"5°11'07.133""E"	12.42	278.416	1.52
 	1846.03	40.61	279.37	1672.74	1666.01	608.55	90.07	-601.85	141321.86	526540.11	"52°43'37.621""N"	"5°11'06.506""E"	11.92	279.26	0.29
 	1865.03	40.57	278.03	1687.17	1680.44	620.91	91.94	-614.07	141309.65	526542.02	"52°43'37.681""N"	"5°11'05.854""E"	12.36	278.7	1.38
 	1884.01	40.64	277.09	1701.58	1694.85	633.26	93.56	-626.31	141297.41	526543.67	"52°43'37.734""N"	"5°11'05.202""E"	12.35	277.56	0.97
 	1902.75	40.71	276.34	1715.79	1709.06	645.47	94.99	-638.44	141285.29	526545.14	"52°43'37.780""N"	"5°11'04.555""E"	12.21	276.715	0.79
 	1921.61	40.59	276.85	1730.1	1723.37	657.75	96.4	-650.65	141273.09	526546.58	"52°43'37.825""N"	"5°11'03.905""E"	12.29	276.595	0.56
 	1940.41	40.64	277.21	1744.37	1737.64	669.99	97.9	-662.79	141260.94	526548.11	"52°43'37.874""N"	"5°11'03.258""E"	12.24	277.03	0.38
 	1958.89	40.77	277.43	1758.38	1751.65	682.04	99.44	-674.75	141249		526549.68	"52°43'37.923""N"	"5°11'02.621""E"	12.05	277.32	0.31
 	1977.43	40.6	277.86	1772.44	1765.71	694.12	101.04	-686.73	141237.02	526551.32	"52°43'37.975""N"	"5°11'01.982""E"	12.09	277.645	0.53
 	1996.98	40.52	277.96	1787.3	1780.57	706.83	102.79	-699.32	141224.44	526553.1	"52°43'38.032""N"	"5°11'01.311""E"	12.71	277.91	0.16
 	2015.24	40.59	277.98	1801.17	1794.44	718.71	104.44	-711.08	141212.68	526554.78	"52°43'38.085""N"	"5°11'00.685""E"	11.87	277.97	0.12
 	2034.03	40.77	278.12	1815.42	1808.69	730.95	106.16	-723.2	141200.56	526556.52	"52°43'38.140""N"	"5°11'00.038""E"	12.25	278.05	0.32
 	2052.74	40.73	278.33	1829.59	1822.86	743.17	107.9	-735.29	141188.48	526558.3	"52°43'38.197""N"	"5°10'59.394""E"	12.21	278.225	0.23
 	2071.83	40.72	278.58	1844.06	1837.33	755.62	109.73	-747.61	141176.17	526560.17	"52°43'38.256""N"	"5°10'58.737""E"	12.45	278.455	0.26
 	2089.93	40.73	278.94	1857.78	1851.05	767.43	111.53	-759.28	141164.5	526562		"52°43'38.314""N"	"5°10'58.115""E"	11.81	278.76	0.39
 	2094.32	40.73	278.31	1861.1	1854.37	770.29	111.96	-762.11	141161.67	526562.43	"52°43'38.328""N"	"5°10'57.965""E"	2.86	278.625	2.81
															
WELLPATH COMPOSITION   Ref Wellbore: ADK-GT-01 (AWB)   Ref Wellpath: ADK-GT-01 (AWP)															
Log Name/Comment	Start MD	End MD	Pos Unc Model												
 	[m]	[m]													
GyroData Gyro Multishot in 17 ½” HS (32.32m - 481.38m)	9	481.38	Gyrodata relative depth - Drop gyro or Multi-shot												
9 ½” AutoTrak eXpress (w/Gamma) in 17 ½”” HS (528.01m - 1320.17m)	481.38	1320.17	"BHI NaviTrak (SAG, Axial)"												
9 ½” AutoTrak eXpress (w/Gamma) in 12 ¼” HS (1339.58m - 2094.32m)	1320.17	2094.32	"BHI NaviTrak (SAG, Axial)"												
