 	1272.08	34.24	278.24	1232.13	1225.4	241.08	35.45	-238.47	141685.07	526484.52	"52°43'35.854""N"	"5°11'25.871""E"	10.56	277.978	1.6
 	1290.7	35.26	278.83	1247.43	1240.7	251.7	37.02	-248.96	141674.58	526486.13	"52°43'35.905""N"	"5°11'25.312""E"	10.61	278.539	1.73
 	1310.05	36.8	278.9	1263.08	1256.35	263.08	38.78	-260.21	141663.34	526487.91	"52°43'35.962""N"	"5°11'24.713""E"	11.38	278.866	2.39
 	1320.17	37.34	278.9	1271.15	1264.42	269.18	39.72	-266.24	141657.32	526488.87	"52°43'35.993""N"	"5°11'24.392""E"	6.1	278.9	1.6
 	1339.58	37.11	279.44	1286.61	1279.88	280.91	41.59	-277.83	141645.73	526490.77	"52°43'36.053""N"	"5°11'23.774""E"	11.74	279.169	0.62
 	1358.38	38.09	279.42	1301.5	1294.77	292.38	43.47	-289.14	141634.42	526492.68	"52°43'36.114""N"	"5°11'23.171""E"	11.47	279.43	1.56
 	1377.07	38.91	279.29	1316.13	1309.4	304.01	45.36	-300.62	141622.95	526494.61	"52°43'36.175""N"	"5°11'22.559""E"	11.63	279.354	1.32
 	1395.72	39.54	279.35	1330.58	1323.85	315.8	47.27	-312.26	141611.32	526496.55	"52°43'36.237""N"	"5°11'21.939""E"	11.79	279.32	1.02
 	1414.35	40.04	279.1	1344.89	1338.16	327.72	49.18	-324.03	141599.55	526498.49	"52°43'36.299""N"	"5°11'21.312""E"	11.92	279.224	0.85
 	1433.28	40.45	278.86	1359.34	1352.61	339.95	51.09	-336.11	141587.48	526500.43	"52°43'36.360""N"	"5°11'20.668""E"	12.23	278.979	0.69
 	1452.25	40.49	278.69	1373.77	1367.04	352.26	52.97	-348.28	141575.32	526502.34	"52°43'36.421""N"	"5°11'20.019""E"	12.31	278.775	0.19
 	1470.94	40.5	278.42	1387.99	1381.26	364.4	54.78	-360.28	141563.32	526504.18	"52°43'36.479""N"	"5°11'19.380""E"	12.14	278.555	0.28
 	1489.8	40.62	278.1	1402.31	1395.58	376.66	56.54	-372.42	141551.19	526505.97	"52°43'36.536""N"	"5°11'18.733""E"	12.26	278.26	0.38
 	1508.46	40.57	278.49	1416.48	1409.75	388.81	58.29	-384.43	141539.18	526507.76	"52°43'36.593""N"	"5°11'18.093""E"	12.14	278.295	0.42
 	1527.56	40.63	278.29	1430.99	1424.26	401.24	60.1	-396.73	141526.89	526509.6	"52°43'36.652""N"	"5°11'17.437""E"	12.43	278.39	0.23
 	1546.16	40.52	278.63	1445.11	1438.38	413.33	61.88	-408.69	141514.93	526511.41	"52°43'36.709""N"	"5°11'16.800""E"	12.1	278.46	0.4
 	1564.89	40.55	278.81	1459.35	1452.62	425.51	63.73	-420.73	141502.9	526513.29	"52°43'36.769""N"	"5°11'16.158""E"	12.17	278.72	0.19
 	1583.74	40.64	279.07	1473.66	1466.93	437.77	65.64	-432.84	141490.79	526515.23	"52°43'36.831""N"	"5°11'15.513""E"	12.27	278.94	0.3
 	1602.46	40.57	279.27	1487.87	1481.14	449.95	67.58	-444.87	141478.77	526517.2	"52°43'36.893""N"	"5°11'14.872""E"	12.18	279.17	0.24
 	1621.44	40.65	278.87	1502.28	1495.55	462.3	69.52	-457.07	141466.58	526519.18	"52°43'36.956""N"	"5°11'14.221""E"	12.35	279.07	0.43
 	1640.16	40.58	278.43	1516.49	1509.76	474.49	71.36	-469.12	141454.54	526521.05	"52°43'37.016""N"	"5°11'13.579""E"	12.19	278.65	0.47
 	1658.55	40.6	278.04	1530.46	1523.73	486.45	73.07	-480.96	141442.7	526522.79	"52°43'37.071""N"	"5°11'12.948""E"	11.97	278.235	0.42
 	1677.41	40.65	277.62	1544.77	1538.04	498.73	74.74	-493.13	141430.54	526524.5	"52°43'37.125""N"	"5°11'12.300""E"	12.28	277.83	0.44
 	1696.22	40.65	278.19	1559.04	1552.31	510.99	76.43	-505.26	141418.41	526526.22	"52°43'37.180""N"	"5°11'11.653""E"	12.25	277.905	0.59
 	1715.07	40.67	278.2	1573.34	1566.61	523.27	78.18	-517.42	141406.26	526528		"52°43'37.236""N"	"5°11'11.005""E"	12.28	278.195	0.03
 	1733.53	40.54	277.7	1587.36	1580.63	535.28	79.84	-529.32	141394.36	526529.69	"52°43'37.290""N"	"5°11'10.371""E"	12.01	277.95	0.57
 	1752.86	40.64	277.7	1602.04	1595.31	547.86	81.53	-541.78	141381.9	526531.41	"52°43'37.344""N"	"5°11'09.707""E"	12.58	277.7	0.16
 	1771.68	40.68	277.59	1616.31	1609.58	560.12	83.16	-553.94	141369.76	526533.08	"52°43'37.397""N"	"5°11'09.059""E"	12.26	277.645	0.13
 	1790.15	40.56	277.52	1630.33	1623.6	572.15	84.74	-565.86	141357.84	526534.69	"52°43'37.448""N"	"5°11'08.424""E"	12.02	277.555	0.21
 	1808.67	40.6	277.68	1644.4	1637.67	584.19	86.33	-577.8	141345.9	526536.31	"52°43'37.500""N"	"5°11'07.787""E"	12.05	277.6	0.18
 	1827.73	40.71	279.15	1658.86	1652.13	596.61	88.15	-590.08	141333.63	526538.16	"52°43'37.559""N"	"5°11'07.133""E"	12.42	278.416	1.52
 	1846.03	40.61	279.37	1672.74	1666.01	608.53	90.07	-601.85	141321.86	526540.11	"52°43'37.621""N"	"5°11'06.506""E"	11.92	279.26	0.29
 	1865.03	40.57	278.03	1687.17	1680.44	620.89	91.94	-614.07	141309.65	526542.02	"52°43'37.681""N"	"5°11'05.854""E"	12.36	278.7	1.38
 	1884.01	40.64	277.09	1701.58	1694.85	633.25	93.56	-626.31	141297.41	526543.67	"52°43'37.734""N"	"5°11'05.202""E"	12.35	277.56	0.97
 	1902.75	40.71	276.34	1715.79	1709.06	645.46	94.99	-638.44	141285.29	526545.14	"52°43'37.780""N"	"5°11'04.555""E"	12.21	276.715	0.79
 	1921.61	40.59	276.85	1730.1	1723.37	657.74	96.4	-650.65	141273.09	526546.58	"52°43'37.825""N"	"5°11'03.905""E"	12.29	276.595	0.56
 	1940.41	40.64	277.21	1744.37	1737.64	669.97	97.9	-662.79	141260.94	526548.11	"52°43'37.874""N"	"5°11'03.258""E"	12.24	277.03	0.38
 	1958.89	40.77	277.43	1758.38	1751.65	682.03	99.44	-674.75	141249		526549.68	"52°43'37.923""N"	"5°11'02.621""E"	12.05	277.32	0.31
 	1972.13	40.51	278.25	1768.43	1761.7	690.65	100.61	-683.29	141240.46	526550.88	"52°43'37.961""N"	"5°11'02.165""E"	8.62	277.839	1.35
 	1990.91	40.42	278.37	1782.72	1775.99	702.84	102.37	-695.35	141228.4	526552.67	"52°43'38.018""N"	"5°11'01.523""E"	12.19	278.31	0.19
 	2009.73	40.32	278.93	1797.06	1790.33	715.03	104.21	-707.4	141216.36	526554.53	"52°43'38.078""N"	"5°11'00.880""E"	12.19	278.65	0.6
 	2028.53	41.26	278.85	1811.29	1804.56	727.31	106.11	-719.54	141204.23	526556.46	"52°43'38.139""N"	"5°11'00.234""E"	12.28	278.89	1.5
 	2047.29	40.54	277.12	1825.47	1818.74	739.59	107.81	-731.7	141192.07	526558.2	"52°43'38.194""N"	"5°10'59.585""E"	12.28	277.991	2.15
 	2066.04	41.06	277.61	1839.66	1832.93	751.84	109.38	-743.85	141179.93	526559.81	"52°43'38.245""N"	"5°10'58.938""E"	12.25	277.366	0.98
 	2084.75	41.35	275.35	1853.74	1847.01	764.16	110.77	-756.09	141167.69	526561.23	"52°43'38.290""N"	"5°10'58.285""E"	12.32	276.477	2.43
 	2105.02	41.04	277.02	1868.99	1862.26	777.5	112.21	-769.37	141154.42	526562.7	"52°43'38.336""N"	"5°10'57.578""E"	13.35	276.182	1.69
 	2117.84	40.61	276.4	1878.7	1871.97	785.88	113.19	-777.69	141146.1	526563.71	"52°43'38.368""N"	"5°10'57.134""E"	8.38	276.711	1.38
 	2126.77	40.62	276.58	1885.47	1878.74	791.69	113.85	-783.47	141140.32	526564.38	"52°43'38.389""N"	"5°10'56.827""E"	5.81	276.49	0.4
 	2145.76	40.48	276.46	1899.9	1893.17	804.03	115.25	-795.73	141128.06	526565.81	"52°43'38.434""N"	"5°10'56.173""E"	12.35	276.52	0.25
 	2164.26	40.77	276.34	1913.94	1907.21	816.07	116.59	-807.7	141116.1	526567.19	"52°43'38.478""N"	"5°10'55.535""E"	12.05	276.4	0.49
 	2182.96	40.87	276.54	1928.1	1921.37	828.29	117.96	-819.85	141103.95	526568.59	"52°43'38.522""N"	"5°10'54.888""E"	12.22	276.44	0.26
 	2201.62	41.28	276.46	1942.16	1935.43	840.55	119.35	-832.03	141091.78	526570.01	"52°43'38.567""N"	"5°10'54.238""E"	12.26	276.5	0.66
 	2220.46	41.09	276.71	1956.34	1949.61	852.95	120.77	-844.35	141079.46	526571.47	"52°43'38.613""N"	"5°10'53.582""E"	12.41	276.585	0.4
 	2239.11	40.74	276.78	1970.44	1963.71	865.16	122.21	-856.48	141067.33	526572.93	"52°43'38.659""N"	"5°10'52.935""E"	12.21	276.745	0.57
 	2257.72	39.92	276.58	1984.62	1977.89	877.2	123.61	-868.45	141055.38	526574.37	"52°43'38.704""N"	"5°10'52.298""E"	12.04	276.681	1.34
 	2276.66	39.73	277.11	1999.17	1992.44	889.33	125.06	-880.49	141043.34	526575.84	"52°43'38.751""N"	"5°10'51.656""E"	12.13	276.844	0.62
 	2295.27	39.61	277.52	2013.49	2006.76	901.21	126.57	-892.27	141031.56	526577.39	"52°43'38.800""N"	"5°10'51.028""E"	11.88	277.315	0.46
 	2314.03	39.32	277.54	2027.98	2021.25	913.13	128.13	-904.09	141019.74	526578.98	"52°43'38.850""N"	"5°10'50.398""E"	11.92	277.53	0.46
 	2332.75	39.12	277.89	2042.48	2035.75	924.97	129.72	-915.82	141008.02	526580.6	"52°43'38.902""N"	"5°10'49.773""E"	11.84	277.715	0.48
 	2346.92	39.09	277.73	2053.47	2046.74	933.9	130.93	-924.68	140999.17	526581.84	"52°43'38.941""N"	"5°10'49.301""E"	8.94	277.81	0.22
															
T A R G E T S															
Name	TVD	North	East	Grid East	Grid North	Latitude	Longitude	Shape	Comment						
 	[m]	[m]	[m]	[m]	[m]	[m]	 	 							
GT-01 target (23/10/17)_100mTVD_Shallower	1774	112.5	-661.68	141262.1	526562.7	"52°43'38.346""N"	"5°11'03.317""E"	rectangle	 						
GT-01 target (23/10/17)	1874	112.33	-721.68	141202.1	526562.7	"52°43'38.340""N"	"5°11'00.119""E"	rectangle	 						
															
WELLPATH COMPOSITION   Ref Wellbore: ADK-GT-01-S1 (AWB)   Ref Wellpath: ADK-GT-01-S1_AWP															
Log Name/Comment	Start MD	End MD	Pos Unc Model												
 	[m]	[m]													
GyroData Gyro Multishot in 17 ½” HS (32.32m - 481.38m)	9	481.38	Gyrodata relative depth - Drop gyro or Multi-shot												
9 ½” AutoTrak eXpress (w/Gamma) in 17 ½”” HS (528.01m - 1320.17m)	481.38	1320.17	"BHI NaviTrak (SAG, Axial)"												
9 ½” AutoTrak eXpress (w/Gamma) in 12 ¼” HS (1339.58m - 2094.32m)	1320.17	1958.89	"BHI NaviTrak (SAG, Axial)"												
8.5in Drop Gyro <490.71-2105.02m>	1958.89	2105.02	Gyrodata standard - Drop gyro or Multi-shot												
8.5in Navigamma <2117.84m-2346.92m>	2105.02	2346.92	"BHI NaviTrak (SAG, Axial)"												
